sensor_id,sensor_name,utm_x,utm_y,magnitude_id,magnitude_name,entry_date,value,is_interpolated
28079024,Casa de Campo,436598.56,4.4745715e+06,8,NO2,2003-03-24 16:00:00,19.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,20,TOLUENO,2003-05-17 04:00:00,4.0,True
28079040,Vallecas,444701.7,4.471043e+06,8,NO2,2003-05-09 20:00:00,56.0,False
28079039,Barrio del Pilar,439689.06,4.4810815e+06,8,NO2,2003-09-12 08:00:00,50.0,False
28079018,Farolillo,437891.7,4.471833e+06,12,NOX,2003-03-21 10:00:00,118.0,False
28079027,Barajas Pueblo,450835.2,4.480854e+06,8,NO2,2003-10-28 10:00:00,76.0,False
28079018,Farolillo,437891.7,4.471833e+06,14,O3,2003-10-24 23:00:00,30.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,35,ETILBENCENO,2003-08-18 09:00:00,1.0,False
28079018,Farolillo,437891.7,4.471833e+06,14,O3,2003-10-29 13:00:00,50.0,False
28079011,Ramón y Cajal,442564.03,4.4780885e+06,8,NO2,2003-08-07 18:00:00,75.0,False
28079018,Farolillo,437891.7,4.471833e+06,7,NO,2003-07-05 13:00:00,4.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,12,NOX,2003-09-02 10:00:00,171.0,False
28079035,Plaza del Carmen,440346.38,4.4745245e+06,14,O3,2003-06-25 08:00:00,8.0,False
28079036,Moratalaz,445245.5,4.4732375e+06,10,<PM10,2003-03-26 08:00:00,13.982456,True
28079024,Casa de Campo,436598.56,4.4745715e+06,35,ETILBENCENO,2003-02-25 08:00:00,0.0,False
28079036,Moratalaz,445245.5,4.4732375e+06,10,<PM10,2003-04-23 10:00:00,44.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,20,TOLUENO,2003-10-22 12:00:00,28.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,30,BENCENO,2003-09-19 12:00:00,0.0,False
28079016,Arturo Soria,445786.2,4.476796e+06,12,NOX,2003-10-05 23:00:00,23.0,False
28079039,Barrio del Pilar,439689.06,4.4810815e+06,8,NO2,2003-08-21 22:00:00,22.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,6,CO,2003-09-11 05:00:00,0.0,False
28079027,Barajas Pueblo,450835.2,4.480854e+06,42,HIDROCARBS_TOTALES,2003-11-30 16:00:00,1.0,False
28079004,Plaza de España,439579.34,4.4750495e+06,8,NO2,2003-07-17 21:00:00,93.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,35,ETILBENCENO,2003-08-14 13:00:00,1.0,False
28079039,Barrio del Pilar,439689.06,4.4810815e+06,7,NO,2003-02-15 22:00:00,6.0,False
28079016,Arturo Soria,445786.2,4.476796e+06,14,O3,2003-01-04 04:00:00,38.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,44,HIDROCARBS_NO_METANICOS,2003-12-22 09:00:00,0.0,False
28079040,Vallecas,444701.7,4.471043e+06,1,SO2,2003-08-01 17:00:00,6.0,False
28079017,Villaverde,439420.7,4.4665325e+06,1,SO2,2003-06-05 01:00:00,9.0,False
