sensor_id,sensor_name,utm_x,utm_y,magnitude_id,magnitude_name,entry_date,value,is_interpolated
28079049,Parque del Retiro,442095.53,4.4739815e+06,89,PRECIPITACION,2021-01-30 04:00:00,0.0,True
28079018,Farolillo,437891.7,4.471833e+06,1013,SP_IDW,2021-02-09 11:00:00,18.46749,False
28079048,Castellana,441449.62,4.4768115e+06,9,<PM2.5,2021-10-28 09:00:00,14.0,False
28079036,Moratalaz,445245.5,4.4732375e+06,8,NO2,2021-11-26 04:00:00,59.0,False
28079055,Urb. Embajada,450778.88,4.479239e+06,1002,TI_RBF_LINEAR,2021-12-29 14:00:00,552.07086,False
28079056,Plaza Elíptica,438991.9,4.4707415e+06,12,NOX,2021-07-15 10:00:00,60.0,False
28079038,Cuatro Caminos,440033.47,4.47745e+06,1003,TI_IDW,2021-12-15 01:00:00,108.25937,False
28079017,Villaverde,439420.7,4.4665325e+06,89,PRECIPITACION,2021-03-05 04:00:00,0.0,True
28079024,Casa de Campo,436598.56,4.4745715e+06,1013,SP_IDW,2021-08-04 16:00:00,14.186745,False
28079038,Cuatro Caminos,440033.47,4.47745e+06,1021,OC_RBF_GAUSSIAN,2021-09-22 12:00:00,4.6852347e-20,False
28079018,Farolillo,437891.7,4.471833e+06,6,CO,2021-12-30 10:00:00,0.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,1012,SP_RBF_LINEAR,2021-03-14 05:00:00,2.581543,False
28079027,Barajas Pueblo,450835.2,4.480854e+06,1003,TI_IDW,2021-05-22 17:00:00,294.68088,False
28079047,Méndez Álvaro,441715.44,4.47217e+06,9,<PM2.5,2021-10-21 16:00:00,11.0,False
28079050,Plaza Castilla,441609.94,4.4796625e+06,1001,TI_RBF_GAUSSIAN,2021-03-31 08:00:00,0.0,False
28079055,Urb. Embajada,450778.88,4.479239e+06,1024,OC_KRIGING,2021-02-27 05:00:00,2.0520356,False
28079059,Juan Carlos I,447744.47,4.4790775e+06,7,NO,2021-03-17 20:00:00,1.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,82,DV,2021-05-18 11:00:00,200.0,False
28079057,Sanchinarro,444026.8,4.4828205e+06,1012,SP_RBF_LINEAR,2021-10-06 19:00:00,32.072754,False
28079057,Sanchinarro,444026.8,4.4828205e+06,1013,SP_IDW,2021-03-01 17:00:00,21.977098,False
28079035,Plaza del Carmen,440346.38,4.4745245e+06,87,PRE,2021-01-12 05:00:00,953.65845,True
28079011,Ramón y Cajal,442564.03,4.4780885e+06,82,DV,2021-12-23 07:00:00,138.9524,True
28079040,Vallecas,444701.7,4.471043e+06,1002,TI_RBF_LINEAR,2021-01-22 18:00:00,362.2078,False
28079036,Moratalaz,445245.5,4.4732375e+06,7,NO,2021-05-31 05:00:00,1.0,False
28079054,Ensanche de Vallecas,448033.22,4.469339e+06,1010,SP_RBF_MULTIQUADRIQ,2021-03-21 16:00:00,85.30209,False
28079050,Plaza Castilla,441609.94,4.4796625e+06,1023,OC_IDW,2021-06-14 14:00:00,9.187927,False
28079004,Plaza de España,439579.34,4.4750495e+06,82,DV,2021-03-24 20:00:00,229.40549,True
28079040,Vallecas,444701.7,4.471043e+06,1004,TI_KRIGING,2021-03-17 03:00:00,23.404064,False
28079047,Méndez Álvaro,441715.44,4.47217e+06,89,PRECIPITACION,2021-02-09 08:00:00,0.0,True
28079011,Ramón y Cajal,442564.03,4.4780885e+06,1003,TI_IDW,2021-09-29 02:00:00,38.176773,False
28079057,Sanchinarro,444026.8,4.4828205e+06,1022,OC_RBF_LINEAR,2021-05-03 11:00:00,0.0,False
28079057,Sanchinarro,444026.8,4.4828205e+06,83,TEMP,2021-08-20 03:00:00,20.935333,True
28079011,Ramón y Cajal,442564.03,4.4780885e+06,86,HR,2021-08-19 16:00:00,20.82033,True
28079057,Sanchinarro,444026.8,4.4828205e+06,1024,OC_KRIGING,2021-02-10 06:00:00,3.2400336,False
28079058,El Pardo,434381.6,4.4855485e+06,1001,TI_RBF_GAUSSIAN,2021-05-09 20:00:00,0.0,False
28079040,Vallecas,444701.7,4.471043e+06,1020,OC_RBF_MULTIQUADRIQ,2021-01-26 13:00:00,34.0,False
28079048,Castellana,441449.62,4.4768115e+06,7,NO,2021-05-01 00:00:00,1.0,False
28079017,Villaverde,439420.7,4.4665325e+06,1002,TI_RBF_LINEAR,2021-05-05 02:00:00,15.878146,False
28079055,Urb. Embajada,450778.88,4.479239e+06,10,<PM10,2021-12-08 20:00:00,11.0,False
28079050,Plaza Castilla,441609.94,4.4796625e+06,1004,TI_KRIGING,2021-06-10 17:00:00,619.1263,False
28079024,Casa de Campo,436598.56,4.4745715e+06,9,<PM2.5,2021-08-17 09:00:00,3.0,False
28079038,Cuatro Caminos,440033.47,4.47745e+06,1000,TI_RBF_MULTICUADRIC,2021-10-17 22:00:00,445.17554,False
28079060,Tres Olivos,441556.7,4.483544e+06,1021,OC_RBF_GAUSSIAN,2021-01-05 23:00:00,0.0,False
28079035,Plaza del Carmen,440346.38,4.4745245e+06,1001,TI_RBF_GAUSSIAN,2021-07-09 13:00:00,0.00812874,False
28079048,Castellana,441449.62,4.4768115e+06,1024,OC_KRIGING,2021-07-06 04:00:00,2.6048577,False
28079058,El Pardo,434381.6,4.4855485e+06,1003,TI_IDW,2021-01-27 11:00:00,33.367584,False
28079050,Plaza Castilla,441609.94,4.4796625e+06,1024,OC_KRIGING,2021-05-27 13:00:00,11.3464,False
28079016,Arturo Soria,445786.2,4.476796e+06,1023,OC_IDW,2021-12-01 09:00:00,17.29261,False
28079047,Méndez Álvaro,441715.44,4.47217e+06,10,<PM10,2021-07-26 02:00:00,102.0,False
28079027,Barajas Pueblo,450835.2,4.480854e+06,81,VV,2021-03-08 18:00:00,0.12487973,True
28079004,Plaza de España,439579.34,4.4750495e+06,1014,SP_KRIGING,2021-10-14 20:00:00,29.407576,False
28079039,Barrio del Pilar,439689.06,4.4810815e+06,8,NO2,2021-04-06 13:00:00,50.0,False
28079016,Arturo Soria,445786.2,4.476796e+06,1020,OC_RBF_MULTIQUADRIQ,2021-01-09 06:00:00,0.0,False
28079047,Méndez Álvaro,441715.44,4.47217e+06,1001,TI_RBF_GAUSSIAN,2021-11-08 15:00:00,0.0,False
28079004,Plaza de España,439579.34,4.4750495e+06,1,SO2,2021-05-31 08:00:00,10.0,False
28079050,Plaza Castilla,441609.94,4.4796625e+06,8,NO2,2021-09-03 09:00:00,40.0,False
28079050,Plaza Castilla,441609.94,4.4796625e+06,1022,OC_RBF_LINEAR,2021-09-01 05:00:00,0.0,False
28079057,Sanchinarro,444026.8,4.4828205e+06,1010,SP_RBF_MULTIQUADRIQ,2021-03-09 22:00:00,0.0,False
28079047,Méndez Álvaro,441715.44,4.47217e+06,1020,OC_RBF_MULTIQUADRIQ,2021-11-28 21:00:00,22.76057,False
28079024,Casa de Campo,436598.56,4.4745715e+06,10,<PM10,2021-04-07 19:00:00,18.333334,True
28079016,Arturo Soria,445786.2,4.476796e+06,1002,TI_RBF_LINEAR,2021-08-31 08:00:00,461.41547,False
28079038,Cuatro Caminos,440033.47,4.47745e+06,81,VV,2021-03-28 16:00:00,1.181498,True
28079004,Plaza de España,439579.34,4.4750495e+06,6,CO,2021-06-03 17:00:00,0.0,False
