sensor_id,sensor_name,utm_x,utm_y,magnitude_id,magnitude_name,entry_date,value,is_interpolated
28079035,Plaza del Carmen,440346.38,4.4745245e+06,6,CO,2004-03-16 21:00:00,0.0,False
28079017,Villaverde,439420.7,4.4665325e+06,7,NO,2004-10-17 14:00:00,3.0,False
28079027,Barajas Pueblo,450835.2,4.480854e+06,7,NO,2004-06-21 10:00:00,7.0416665,True
28079004,Plaza de España,439579.34,4.4750495e+06,8,NO2,2004-03-27 22:00:00,49.0,False
28079036,Moratalaz,445245.5,4.4732375e+06,12,NOX,2004-05-04 18:00:00,69.0,False
28079035,Plaza del Carmen,440346.38,4.4745245e+06,12,NOX,2004-08-25 03:00:00,156.0,False
28079011,Ramón y Cajal,442564.03,4.4780885e+06,12,NOX,2004-12-11 21:00:00,601.0,False
28079036,Moratalaz,445245.5,4.4732375e+06,10,<PM10,2004-05-09 23:00:00,8.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,43,METANO,2004-09-16 07:00:00,1.0,False
28079018,Farolillo,437891.7,4.471833e+06,6,CO,2004-07-18 01:00:00,0.0,False
28079036,Moratalaz,445245.5,4.4732375e+06,12,NOX,2004-12-09 02:00:00,35.0,False
28079016,Arturo Soria,445786.2,4.476796e+06,7,NO,2004-07-12 11:00:00,4.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,35,ETILBENCENO,2004-09-15 03:00:00,1.0,True
28079038,Cuatro Caminos,440033.47,4.47745e+06,12,NOX,2004-10-11 19:00:00,66.0,False
28079035,Plaza del Carmen,440346.38,4.4745245e+06,1,SO2,2004-02-08 17:00:00,23.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,30,BENCENO,2004-10-10 02:00:00,0.0,True
28079027,Barajas Pueblo,450835.2,4.480854e+06,44,HIDROCARBS_NO_METANICOS,2004-06-01 13:00:00,0.0,False
28079039,Barrio del Pilar,439689.06,4.4810815e+06,12,NOX,2004-10-27 04:00:00,49.0,False
28079018,Farolillo,437891.7,4.471833e+06,10,<PM10,2004-05-07 00:00:00,8.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,43,METANO,2004-08-21 01:00:00,1.0,False
28079016,Arturo Soria,445786.2,4.476796e+06,14,O3,2004-04-27 02:00:00,50.0,False
28079004,Plaza de España,439579.34,4.4750495e+06,12,NOX,2004-05-10 23:00:00,40.0,False
28079040,Vallecas,444701.7,4.471043e+06,10,<PM10,2004-12-28 19:00:00,28.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,1,SO2,2004-01-19 23:00:00,24.0,False
28079004,Plaza de España,439579.34,4.4750495e+06,8,NO2,2004-08-19 12:00:00,26.0,False
28079017,Villaverde,439420.7,4.4665325e+06,7,NO,2004-07-15 02:00:00,5.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,44,HIDROCARBS_NO_METANICOS,2004-06-29 22:00:00,0.0,False
28079018,Farolillo,437891.7,4.471833e+06,6,CO,2004-11-26 12:00:00,1.0,False
28079040,Vallecas,444701.7,4.471043e+06,1,SO2,2004-05-06 00:00:00,4.0,False
28079040,Vallecas,444701.7,4.471043e+06,1,SO2,2004-12-21 02:00:00,6.0,False
28079036,Moratalaz,445245.5,4.4732375e+06,6,CO,2004-10-10 02:00:00,0.0,False
28079035,Plaza del Carmen,440346.38,4.4745245e+06,1,SO2,2004-01-06 21:00:00,49.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,20,TOLUENO,2004-06-21 16:00:00,8.0,False
28079004,Plaza de España,439579.34,4.4750495e+06,7,NO,2004-12-27 20:00:00,50.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,42,HIDROCARBS_TOTALES,2004-10-07 16:00:00,1.0,False
28079036,Moratalaz,445245.5,4.4732375e+06,7,NO,2004-10-25 09:00:00,109.0,False
28079039,Barrio del Pilar,439689.06,4.4810815e+06,12,NOX,2004-07-21 18:00:00,47.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,6,CO,2004-11-13 16:00:00,0.0,False
28079036,Moratalaz,445245.5,4.4732375e+06,1,SO2,2004-10-05 22:00:00,16.0,False
28079040,Vallecas,444701.7,4.471043e+06,1,SO2,2004-11-26 13:00:00,10.0,False
28079017,Villaverde,439420.7,4.4665325e+06,1,SO2,2004-03-31 01:00:00,5.0,False
28079018,Farolillo,437891.7,4.471833e+06,6,CO,2004-01-21 19:00:00,5.0,False
28079027,Barajas Pueblo,450835.2,4.480854e+06,8,NO2,2004-02-28 15:00:00,17.0,False
28079036,Moratalaz,445245.5,4.4732375e+06,7,NO,2004-02-25 00:00:00,19.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,35,ETILBENCENO,2004-10-08 11:00:00,1.0,False
28079004,Plaza de España,439579.34,4.4750495e+06,8,NO2,2004-03-12 16:00:00,58.0,False
28079039,Barrio del Pilar,439689.06,4.4810815e+06,6,CO,2004-09-11 20:00:00,0.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,7,NO,2004-12-02 08:00:00,14.333333,True
28079038,Cuatro Caminos,440033.47,4.47745e+06,1,SO2,2004-02-25 07:00:00,13.0,False
28079036,Moratalaz,445245.5,4.4732375e+06,12,NOX,2004-03-31 09:00:00,101.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,43,METANO,2004-09-29 18:00:00,1.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,14,O3,2004-06-02 12:00:00,71.0,False
28079004,Plaza de España,439579.34,4.4750495e+06,8,NO2,2004-01-17 01:00:00,54.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,8,NO2,2004-02-21 15:00:00,59.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,30,BENCENO,2004-01-21 07:00:00,0.0,False
28079018,Farolillo,437891.7,4.471833e+06,14,O3,2004-07-01 04:00:00,66.0,False
28079040,Vallecas,444701.7,4.471043e+06,7,NO,2004-10-13 23:00:00,56.0,False
28079004,Plaza de España,439579.34,4.4750495e+06,6,CO,2004-11-11 19:00:00,0.0,False
28079017,Villaverde,439420.7,4.4665325e+06,7,NO,2004-03-16 23:00:00,6.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,35,ETILBENCENO,2004-10-15 17:00:00,1.0,False
28079017,Villaverde,439420.7,4.4665325e+06,1,SO2,2004-10-13 15:00:00,7.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,10,<PM10,2004-05-22 07:00:00,12.0,False
28079011,Ramón y Cajal,442564.03,4.4780885e+06,8,NO2,2004-08-06 06:00:00,27.0,False
28079040,Vallecas,444701.7,4.471043e+06,1,SO2,2004-07-28 10:00:00,8.0,False
28079024,Casa de Campo,436598.56,4.4745715e+06,9,<PM2.5,2004-07-26 16:00:00,16.0,False
28079008,Escuelas Aguirre,442117.25,4.4747705e+06,7,NO,2004-07-20 11:00:00,60.0,False
